Code	Title	EngTitle	Url	Lang	ParentCode	DataBaseName	TableId	KeyWords	IconUrl	AboutUs	AboutUsEng	ShowInHome	OrderInHome
20.01.01.01	 نسبة السكان الذين يقل دخلهم اليومي عن خط الفقر الوطني حسب نوع التجمع	Proportion of population below national poverty line by locality type			20.01.01	MS	20010101.px		/NSMS//Resources/Images/tblIcon.png				
20.01.01.02	 نسبة السكان الذين يقل دخلهم اليومي عن خط الفقر الوطني حسب الجنس	Proportion of population below national poverty line by sex			20.01.01	MS	20010102.px		/NSMS//Resources/Images/tblIcon.png				
20.01.02	نسبة فجوة الفقر	Poverty gap ratio 			20.01				/NSMS//Resources/Images/ind.png	يتم حساب هذا المؤشر كنسبة مئوية من القيمة الكلية لاستهلاك كافة السكان، عندما يكون مستوى استهلاك كل منهم مساويا لخط الفق	This indicator measures the volume of the gap between the income of the poor and the poverty line (the total amount needed to raise consumption levels to the poverty line) 		
20.01.02.01	نسبة فجوة الفقرحسب المنطقة ونوع التجمع	Poverty gap ratio by locality type			20.01.02	MS	20010201.px		/NSMS//Resources/Images/tblIcon.png				
20.01.02.02	نسبة فجوة الفقرحسب الجنس	Poverty gap ratio  by sex			20.01.02	MS	20010202.px		/NSMS//Resources/Images/tblIcon.png				
20.01.03	حصة أفقر خمس في الاستهلاك الوطني 	Share of poorest quintile in national consumption 			20.01				/NSMS//Resources/Images/ind.png	قسمة إجمالي ما يستهلكه أفقر 20% من السكان على قيمة إجمالي الاستهلاك الوطني في لحظة زمنية محددة	Index measures fairness of distribution, measuring the share of the poorest 20% of the population in total national consumption		
20.01.03.01	حصة أفقر خمس في الاستهلاك الوطني حسب المنطقة ونوع التجمع	Share of poorest quintile in national consumption by region and locality type			20.01.03	MS	20010301.px		/NSMS//Resources/Images/tblIcon.png				
20.01.03.02	حصة أفقر خمس في الاستهلاك الوطني حسب المنطقة والجنس`	Share of poorest quintile in national consumption by region and sex			20.01.03	MS	20010302.px		/NSMS//Resources/Images/tblIcon.png				
20.01.04	معدل نمو الناتج المحلي الإجمالي لكل شخص عامل	Growth rate of GDP per person employed			20.01				/NSMS//Resources/Images/ind.png	 قيم الناتج المحلي الاجمالي مقسوماً على اجمالي عدد العاملين	The change in the values ​​of GDP divided on the total number of employees		
20.01.04.01	معدل نمو الناتج المحلي الإجمالي لكل شخص عامل	Growth rate of GDP per person employed			20.01.04	MS	20010401.px		/NSMS//Resources/Images/tblIcon.png				
20.01.05	 نسبة العمالة إلى السكان	Employment-to-population ratio			20.01				/NSMS//Resources/Images/ind.png	قسمة عدد الافراد العاميلن 15 سنة فأكثر على عدد السكان 15 سنة فأكثر	Number of Employed people who are aged 15 years and above to the total number of population 15 years and above  		
20.01.05.01	نسبة العمالة إلى السكان حسب المنطقة و نوع التجمع	Employment-to-population ratio by region and locality type			20.01.05	MS	20010501.px		/NSMS//Resources/Images/tblIcon.png				
20.01.05.02	نسبة العمالة إلى السكان حسب المنطقة و الجنس	Employment-to-population ratio by region and sex			20.01.05	MS	20010502.px		/NSMS//Resources/Images/tblIcon.png				
20.01.07	 نسبة العاملين لحسابهم الخاص والعاملين من أفراد الأسرة المساهمين في نفقاتها إلى مجموع العاملين	Proportion of own-account and contributing family workers in total employment 			20.01				/NSMS//Resources/Images/ind.png	قسمة عدد الافراد العاملين لحسابهم الخاص والمساهمين في الاعمال الاسرية بدون أجر على مجموع العاملين	Number of own-account workers and unpaid family members to the total number of employed people		
20.01.07.01	نسبة العاملين لحسابهم الخاص والعاملين من أفراد الأسرة المساهمين في نفقاتها إلى مجموع العاملين حسب المنطقة و نوع التجمع	Proportion of own-account and contributing family workers in total employment  by region and locality type			20.01.07	MS	20010701.px		/NSMS//Resources/Images/tblIcon.png				
20.01.07.02	نسبة العاملين لحسابهم الخاص والعاملين من أفراد الأسرة المساهمين في نفقاتها إلى مجموع العاملين حسب المنطقة و الجنس	Proportion of own-account and contributing family workers in total employment  by region and sex			20.01.07	MS	20010702.px		/NSMS//Resources/Images/tblIcon.png				
20.01.08	معدل انتشار حالات الأطفال ناقصي الوزن دون الخامسة من العمر (متوسط)	Prevalence of underweight children under-five years of age (moderate)			20.01				/NSMS//Resources/Images/ind.png	يحسب بقسمة عدد الأطفال عند عمر (6-59 شهر) الذين لديهم إصابة بنقص الوزن المتوسط على عدد الأطفال الكلي في هذه الفئة العمرية وتضرب النتيجة بمائة	Indicator measures the extent of underweight in children (6-59 months)  (Under weight for age of 2SD-,  moderate and severe weight)		
20.01.08.01	معدل انتشار حالات الأطفال ناقصي الوزن دون الخامسة من العمر (متوسط) حسب المنطقة و نوع التجمع	Prevalence of underweight children under-five years of age (moderate)  by region and locality type			20.01.08	MS	20010801.px		/NSMS//Resources/Images/tblIcon.png				
20.01.08.02	معدل انتشار حالات الأطفال ناقصي الوزن دون الخامسة من العمر (متوسط) حسب المنطقة و الجنس	Prevalence of underweight children under-five years of age (moderate)  by region and sex			20.01.08	MS	20010802.px		/NSMS//Resources/Images/tblIcon.png				
20.01.09	معدل انتشار حالات الأطفال ناقصي الوزن دون الخامسة من العمر (حاد)	Prevalence of underweight children under-five years of age (severe)			20.01				/NSMS//Resources/Images/ind.png	يحسب بقسمة عدد الأطفال عند عمر (6-59 شهر) الذين لديهم إصابة بنقص الوزن الحاد على عدد الأطفال الكلي في هذه الفئة العمرية وتضرب النتيجة بمائة	Indicator measures the extent of underweight in children (6-59 months)  (Under weight for age of 3SD-,  severe weight)		
20.01.09.01	معدل انتشار حالات الأطفال ناقصي الوزن دون الخامسة من العمر (حاد) حسب المنطقة و نوع التجمع	Prevalence of underweight children under-five years of age (severe)  by region and locality type			20.01.09	MS	20010901.px		/NSMS//Resources/Images/tblIcon.png				
20.0109.02	معدل انتشار حالات الأطفال ناقصي الوزن دون الخامسة من العمر (حاد) حسب المنطقة و الجنس	Prevalence of underweight children under-five years of age (severe) by region and sex			20.01.09	MS	20010902.px		/NSMS//Resources/Images/tblIcon.png				
20.02	الهدف 2: تحقيق تعميم التعليم الابتدائي	Goal 2: Achieve universal primary education			20				/NSMS//Resources/Images/ind.png				
20.02.01	صافي نسبة القيد في مرحلة التعليم الاساسي	Net enrolment ratio in basic education			20.02				/NSMS//Resources/Images/ind.png	يقسم عدد التلاميذ (أو الطلاب) المسجلين بالمرحلة الاساسية ممن ينتمون إلى فئة العمر الرسمية المناظرة له على مجموع السكان في فئة العمر نفسها، ويضرب الناتج في 100	is the ratio of the number of children of official school age(as defined by the national education system) who are enrolled in primary school to the total population of children of official school age. Primary education provides children with basic reading, writing, and mathematics skills along with an elementary understanding of such subjects as history, geography, natural science, social science, art and music		
20.02.01.01	صافي نسبة القيد في مرحلة التعليم الاساسي حسب المنطقة و الجنس	Net enrolment ratio in basic education by region and sex			20.02.01	MS	20020101.px		/NSMS//Resources/Images/tblIcon.png				
20.02.02	نسبة التلاميذ الذين يباشرون الدراسة في الصف الأول ويبلغون الصف الأخير من التعليم الابتدائي	Proportion of pupils starting grade 1 who reach last grade of  primary 			20.02				/NSMS//Resources/Images/ind.png	يقسم عدد التلاميذ المنتمين إلى فوج معين والذين يبلغون الصفوف المتعاقبة من التعليم الابتدائي على عدد التلاميذ في الفوج الأصلي	The proportion of pupils starting grade 1 who reach five grade, known as the survival rate to grade 5, is the percentage of a cohort of pupils enrolled in grade 1 of the primary levelof education in a given school year who are expected to reach grade 5.		
20.02.02.01	 نسبة التلاميذ الذين يباشرون الدراسة في الصف الأول ويبلغون الصف الأخير من التعليم الابتدائي	Proportion of pupils starting grade 1 who reach last grade of  primary			20.02.02	MS	20020201.px		/NSMS//Resources/Images/tblIcon.png				
20.02.03	معدل الإلمام بالقراءة والكتابة لدى السكان الذين تتراوح أعمارهم بين 15 و24 سنة	Literacy rate of 15-24 year-olds, women and men			20.02				/NSMS//Resources/Images/ind.png	يقسم عدد الأشخاص المنتمين إلى فئة العمر 15-24 سنة الذين يعرفون القراءة والكتابة على مجموع السكان في فئة العمر نفسها ويضرب في 100	The number of persons aged 15 to 24 years who can both read and write with understanding a short simple statement on their everyday life, divided by the population in that age group Generally, ‘literacy’ also encompasses ‘numeracy’, the ability to make simple arithmetic calculations.		
20.02.03.01	معدل الإلمام بالقراءة والكتابة لدى السكان الذين تتراوح أعمارهم بين 15 و24 سنة حسب المنطقة و نوع التجمع	Literacy rate of 15-24 year-olds, women and men by region and locality type			20.02.03	MS	20020301.px		/NSMS//Resources/Images/tblIcon.png				
20.02.03.02	معدل الإلمام بالقراءة والكتابة لدى السكان الذين تتراوح أعمارهم بين 15 و24 سنة حسب المنطقة والجنس	Literacy rate of 15-24 year-olds, women and men by region and sex			20.02.03	MS	20020302.px		/NSMS//Resources/Images/tblIcon.png				
20.03	الهدف 3: تعزيز المساواة بين الجنسين وتمكين المرأة	Goal 3: Promote gender equality and empower women			20				/NSMS//Resources/Images/ind.png				
20.03.01	نسبة البنات إلى البنين في مرحلة التعليم الاساسي	Ratios of girls to boys in basic education			20.03				/NSMS//Resources/Images/ind.png	نسبة عدد الفتيات المسجلات إلى البنين المسجلين في المرحلة الاساسية، بغض النظر عن الأعمار	is the ratio of the number of female students enrolled at primary  in public and private and UNRWA schools to the number of male students		
20.03.01.01	نسبة البنات إلى البنين في مرحلة التعليم الاساسي	Ratios of girls to boys in basic education			20.03.01	MS	20030101.px		/NSMS//Resources/Images/tblIcon.png				
20.03.02	نسبة البنات إلى البنين في مرحلة التعليم الثانوي	Ratios of girls to boys in secondary education			20.03				/NSMS//Resources/Images/ind.png	نسبة عدد الفتيات المسجلات إلى البنين المسجلين في المرحلة الثانوية، بغض النظر عن الأعمار	is the ratio of the number of female students enrolled at secondary  in public and private and UNRWA schools to the number of male students		
20.03.02.01	 نسبة البنات إلى البنين في مرحلة التعليم الثانوي	Ratios of girls to boys in secondary education			20.03.02	MS	20030201.px		/NSMS//Resources/Images/tblIcon.png				
20.03.03	 نسبة البنات إلى البنين في مرحلة التعليم العالي	Ratios of girls to boys in tertiary education			20.03				/NSMS//Resources/Images/ind.png	نسبة عدد الفتيات المسجلات إلى البنين المسجلين، بغض النظر عن الأعمار	is the ratio of the number of female students enrolled at tertiary education in public and private and UNRWA institutions to the number of male students		
20.03.03.01	 نسبة البنات إلى البنين في مرحلة التعليم العالي	Ratios of girls to boys in tertiary education			20.03.03	MS	20030301.px		/NSMS//Resources/Images/tblIcon.png				
20.03.04	حصة النساء من الوظائف المدفوعة الأجر في القطاع غير الزراعي	Share of women in wage employment in the non-agricultural sector			20.03				/NSMS//Resources/Images/ind.png	 قسمة مجموع النساء المستخدمات بأجر في القطاع غير الزراعي على  مجموع العاملين في القطاع غير الزراعي 	Percentage of wage employees females in the non-agriculture sector (services sector) 		
20.03.04.01	حصة النساء من الوظائف المدفوعة الأجر في القطاع غير الزراعي حسب المنطقة و نوع التجمع	Share of women in wage employment in the non-agricultural sector by region and locality type			20.03.04	MS	20030401.px		/NSMS//Resources/Images/tblIcon.png				
20.03.04.02	حصة النساء من الوظائف المدفوعة الأجر في القطاع غير الزراعي حسب المنطقة و الجنس	Share of women in wage employment in the non-agricultural sector by region and sex			20.03.04	MS	20030402.px		/NSMS//Resources/Images/tblIcon.png				
20.03.05	نسبة المقاعد التي تشغلها النساء في البرلمانات الوطنية	Proportion of seats held by women in national parliament			20.03				/NSMS//Resources/Images/ind.png	عدد المقاعد التي تشغلها النساء اللواتي انتخبن من مجمل المقاعد المشغولة	Number of seats held by women who have been elected to the Legislative Council 		
20.03.05.01	نسبة المقاعد التي تشغلها النساء في البرلمانات الوطنية	Proportion of seats held by women in national parliament			20.03.05	MS	20030501.px		/NSMS//Resources/Images/tblIcon.png				
20.04	الهدف 4: تخفيض معدل وفيات الأطفال	Goal 4: Reduce child mortality			20				/NSMS//Resources/Images/ind.png				
20.04.01	 معدل وفيات الأطفال دون سن الخامسة من العمر	Under-five mortality rat			20.04				/NSMS//Resources/Images/ind.png	قسمة عدد الأطفال المتوفين قبل إتمامهم السنة الخامسة من العمر على العدد الكلي للأطفال الأحياء بعمر خمس سنوات فأقل مضروبا في ألف	The proportion of children born who die before reaching their fifth birthday		
20.04.01.01	معدل وفيات الأطفال دون سن الخامسة من العمر  حسب المنطقة ونوع التجمع	Under-five mortality rate by region and locality type			20.04.01	MS	20040101.px		/NSMS//Resources/Images/tblIcon.png				
20.04.01.02	معدل وفيات الأطفال دون سن الخامسة من العمر  حسب المنطقة والجنس	Under-five mortality rate by region and sex			20.04.01	MS	20040102.px		/NSMS//Resources/Images/tblIcon.png				
20.04.02	معدل وفيات الرضع (دون السنة الأولى من العمر)	Infant mortality rate			20.04				/NSMS//Resources/Images/ind.png	يحسب بقسمة عدد الوفيات ( دون السنة من العمر ) في سنة معينة على إجمالي عدد المواليد أحياء لنفس السنة ويضرب في ألف 	The number of infant deaths under one year in a given year  per 1,000 live births during the year.		
20.04.02.01	معدل وفيات الرضع (دون السنة الأولى من العمر)  حسب المنطقة ونوع التجمع	Infant mortality rate by region and locality type			20.04.02	MS	20040201.px		/NSMS//Resources/Images/tblIcon.png				
20.04.02.02	معدل وفيات الرضع (دون السنة الأولى من العمر)  حسب المنطقة والجنس	Infant mortality rate by region and sex			20.04.02	MS	20040202.px		/NSMS//Resources/Images/tblIcon.png				
20.04.03	نسبة الأطفال الذين بلغوا سنة واحدة من العمر، الملقحين ضد الحصبة	Proportion of 1 year-old children immunised against measles			20.04				/NSMS//Resources/Images/ind.png	قسمة عدد الأطفال في عمر (12 - 23 شهرا) الذين تم تلقيحهم قبل 12 شهرا أو في أي وقت قبل إجراء المسح على العدد الكلي للأطفال في الفئة العمرية ذاتها وتضرب النتيجة بمائة	Indicator measures the extent of coverage of child vaccination programs (12-23 months) measles vaccine, and the child is considered immune to measles after receiving one dose of the vaccine		
20.04.03.01	نسبة الأطفال الذين بلغوا سنة واحدة من العمر، الملقحين ضد الحصبة حسب المنطقة ونوع التجمع	Proportion of 1 year-old children immunised against measles by region and locality type			20.04.03	MS	20040301.px		/NSMS//Resources/Images/tblIcon.png				
20.04.03.02	 نسبة الأطفال الذين بلغوا سنة واحدة من العمر، الملقحين ضد الحصبة حسب المنطقة والجنس	Proportion of 1 year-old children immunised against measles by region and sex			20.04.03	MS	20040302.px		/NSMS//Resources/Images/tblIcon.png				
20.05	الهدف 5: تحسين صحة الأمهات	Goal 5: Improve maternal health			20				/NSMS//Resources/Images/ind.png				
20.05.01	نسبة الولادات التي تتم بإشراف موظفي صحة من ذوي الاختصاص	Proportion of births attended by skilled health personnel			20.05				/NSMS//Resources/Images/ind.png	قسمة عدد النساء ( 15 - 49 ) سنة اللواتي ولدن ولادة حية خلال العامين السابقين لإجراء المسح واللواتي أشرف عليهن كادر طبي مؤهل على عدد النساء في نفس الفئة العمرية واللواتي ولدن ولادة حية وتضرب النتيجة بمائة	Indicator measures the extent of births under the supervision of qualified medical staff		
20.05.01.01	نسبة الولادات التي تتم بإشراف موظفي صحة من ذوي الاختصاص حسب المنطقة ونوع التجمع	Proportion of births attended by skilled health personnel by region and locality type			20.05.01	MS	20050101.ps		/NSMS//Resources/Images/tblIcon.png				
20.05.02	معدل انتشار وسائل منع الحمل	Contraceptive prevalence rate 			20.05				/NSMS//Resources/Images/ind.png	قسمة عدد النساء في العمر ( 15 - 49 ) سنة المتزوجات حاليا في فترة الإسناد واللواتي يستخدمن أو أزواجهن أي وسيلة من وسائل تنظيم الأسرة على العدد الكلي للنساء في نفس الفئة العمرية والمتزوجات حاليا في فترة الإسناد وتضرب النتيجة بمائة	Indicator measures the extent to which couples one or both of using of family planning		
20.05.02.01	معدل انتشار وسائل منع الحمل حسب المنطقة ونوع التجمع	Contraceptive prevalence rate by  region and locality type			20.05.02	MS	20050201.px		/NSMS//Resources/Images/tblIcon.png				
20.05.03	معدل الولادات لدى المراهقات	Adolescent birth rate			20.05				/NSMS//Resources/Images/ind.png	  عدد الولادات لكل 1000 من المراهقات في الفئة العمرية (15-19 سنة) 	Indicator for fertility of adolescent women (15-19 years) 		
20.05.03.01	 معدل الولادات لدى المراهقات حسب المنطقة ونوع التجمع	Adolescent birth rate by  region and locality type			20.05.03	MS	20050301.px		/NSMS//Resources/Images/tblIcon.png				
20.05.04	تغطية العناية الطبية قبل الولادة (على الأقل زيارة واحدة)	Antenatal care coverage (at least one visit)			20.05				/NSMS//Resources/Images/ind.png	قسمة عدد النساء في الفئة العمرية ( 15 - 49 ) سنة اللواتي أشرف عليهن كادر طبي مؤهل أثناء الحمل (زيارة واحدة على الأقل) في العامين السابقين لإجراء المسح على عدد النساء في نفس الفئة العمرية اللواتي ولدن ولادة حية خلال العامين السابقين لإجراء المسح وتضرب النتيجة بمائة	Indicator measures the extent of care received by pregnant women (15-49 years) during pregnancy (visit at least one) (is the health care provided to pregnant women during pregnancy by a qualified medical staff		
20.05.04.01	تغطية العناية الطبية قبل الولادة (على الأقل زيارة واحدة) حسب المنطقة ونوع التجمع	Antenatal care coverage (at least one visit) by  region and locality type			20.05.04	MS	20050401.px		/NSMS//Resources/Images/tblIcon.png				
20.05.05	تغطية العناية الطبية قبل الولادة (على الأقل أربع زيارات)	Antenatal care coverage (at least four visits)			20.05				/NSMS//Resources/Images/ind.png	قسمة عدد النساء في الفئة العمرية ( 15 - 49 ) سنة اللواتي أشرف عليهن كادر طبي مؤهل أثناء الحمل (اربع زيارات على الأقل) في العامين السابقين لإجراء المسح على عدد النساء في نفس الفئة العمرية اللواتي ولدن ولادة حية خلال العامين السابقين لإجراء المسح وتضرب النتيجة بمائة	Indicator measures the extent of care received by pregnant women (15-49 years) during pregnancy (visit at least four) (is the health care provided to pregnant women during pregnancy by a qualified medical staff		
20.05.05.01	 تغطية العناية الطبية قبل الولادة (على الأقل أربع زيارات) حسب المنطقة ونوع التجمع	Antenatal care coverage (at least four visits) by  region and locality type			20.05.05	MS	20050501.px		/NSMS//Resources/Images/tblIcon.png				
20.05.06	عدم تلبية الحاجة الى تنظيم الأسرة	Unmet need for family planning			20.05				/NSMS//Resources/Images/ind.png	قسمة عدد النساء في العمر ( 15 -49 ) سنة والمتزوجات حاليا في فترة الإسناد واللواتي لديهن رغبة في تجنب أو تأجيل الحمل واللواتي لا يستخدمن وسائل تنظيم الأسرة في الوقت الحالي في فترة الإسناد على مجموع النساء في نفس الفئة العمرية والمتزوجات في فترة الإسناد  وتضرب النتيجة بمائة	Indicator measures the percentage of women (15-49 years) currently married in the period of reference and have the desire to avoid or postpone pregnancy and not using family planning as a means of women in the same age group		
20.05.06.01	عدم تلبية الحاجة الى تنظيم الأسرة حسب المنطقة ونوع التجمع	 Unmet need for family planning by  region and locality type			20.05.06	MS	20050601.px		/NSMS//Resources/Images/tblIcon.png				
20.06	الهدف 6: مكافحة فيروس نقص المناعة البشرية/الإيدز والملاريا وغيرهما من الأمراض	Goal 6: Combat HIV/AIDS, malaria and other diseases			20				/NSMS//Resources/Images/ind.png				
20.07	الهدف 7: ضمان توفر أسباب بقاء البيئة	Goal 7: Ensure environmental sustainability			20				/NSMS//Resources/Images/ind.png				
20.07.01	نسبة مساحة الأراضي المكسوة بالغابات	Proportion of land area covered by forest			20.07				/NSMS//Resources/Images/ind.png	قسمة مساحة الأراضي المكسوة بالغابات على المساحة الكلية للبلد وتضرب النتيجة بمائة	An Indicator measures the percentage of Total land area covered by forest to the Total Land Area of the Country		
20.07.01.01	نسبة مساحة الأراضي المكسوة بالغابات حسب المنطقة	Proportion of land area covered by forest by region			20.07.01	MS	20070101.px		/NSMS//Resources/Images/tblIcon.png				
20.07.02	نصيب الفرد من انبعاثات غاز ثاني أكسيد الكربون	CO2 emissions per capita			20.07				/NSMS//Resources/Images/ind.png	يحسب بقسمة كمية ثاني أكسيد الكربون المنبعثة في الهواء خلال فترة زمنية محددة على مجموع عدد السكان لنفس الفترة	an indicator that focus on the average per capita of CO2 during a specific period of time		
20.07.02.01	نصيب الفرد من انبعاثات غاز ثاني أكسيد الكربون	CO2 emissions per capita			20.07.02	MS	20070201.px		/NSMS//Resources/Images/tblIcon.png				
20.07.03	نسبة السكان الذين يمكنهم الحصول باطراد على مصدر محسن للماء	Proportion of population using an improved drinking water source			20.07				/NSMS//Resources/Images/ind.png	قسمة إجمالي عدد الاسر التي تحصل على المياه من شبكة المياه العامة او من البئر المنزلي على العدد الكلي للاسر وتضرب النتيجة بمائة	the indicator measure the percentage of households that obtain water from public water network or domestic water well since these sources are considered as improved drinking water sources		
20.07.03.01	نسبة السكان الذين يمكنهم الحصول باطراد على مصدر محسن للماء حسب المنطقة و نوع التجمع	Proportion of population using an improved drinking water source by region and locality type			20.07.03	MS	20070301.px		/NSMS//Resources/Images/tblIcon.png				
20.07.04	النسبة المئوية للسكان القادرين على الوصول الى المرافق الصحية السليمة	Proportion of population using an improved sanitation facility			20.07				/NSMS//Resources/Images/ind.png	قسمة إجمالي عدد الاسر التي تتخلص من المياه العادمة بواسطة شبكة الصرف الصحي او الحفر الامتصاصية او الصماء على العدد الكلي للاسر وتضرب النتيجة بمائة	the indicator measure the percentage of households that dispose wastewater by wastewater network or porous cesspit or tight cesspit  since these facilities are considered as improved sanitation facilities		
20.07.04.01	النسبة المئوية للسكان القادرين على الوصول الى المرافق الصحية السليمة حسب المنطقة و نوع التجمع	Proportion of population using an improved sanitation facility by region and locality type			20.07.04	MS	20070401.px		/NSMS//Resources/Images/tblIcon.png				
20.08	الهدف 8: إقامة شراكة عالمية من أجل التنمية	Goal 8: Develop a global partnership for development			20				/NSMS//Resources/Images/ind.png				
20.08.01	عدد خطوط الهاتف الثابت لكل 100 نسمة	Telephone lines per 100 population 			20.08				/NSMS//Resources/Images/ind.png	 قسمة عدد خطوط الهاتف الرئيسية على عدد السكان مضروبا في 100	Number of main telephone per 100 population		
20.08.01.01	عدد خطوط الهاتف الثابت لكل 100 نسمة	Telephone lines per 100 population			20.08.01	MS	20080101.px		/NSMS//Resources/Images/tblIcon.png				
20.08.02	عدد خطوط الهاتف الجوال لكل 100 نسمة	Cellular subscribers per 100 population			20.08				/NSMS//Resources/Images/ind.png	 قسمة عدد خطوط الهاتف الجوال  على عدد السكان مضروبا في 100	Number of subscription of cellular phone per 100 population		
20.08.02.01	خطوط الهاتف الجوال لكل 100 نسمة	Cellular subscribers per 100 population			20.08.02	MS	20080201.px		/NSMS//Resources/Images/tblIcon.png				
20.08.03	عدد مستخدمي الإنترنت بالنسبة لكل 100 من السكان	Internet users per 100 population			20.08				/NSMS//Resources/Images/ind.png	قسمة العدد الكلي للأفراد (10 سنوات فأكثر) الذين يستخدمون الانترنت على العدد الكلّي للأفراد في نفس الفئة العمرية مضروبا بمائة في مكان وزمان محددين	Internet : aworld-wide public computer network. Organizations and persons can connect their computers to this network and exchange information across a country and/or across the world. The Internet provides access to a number of communication services including the World Wide Web and carries email, news, entertainment and data files.		
20.08.03.01	عدد مستخدمي الإنترنت لكل 100 من السكان حسب الجنس	Internet users per 100 population  by Sex			20.08.03	MS	20080301.px		/NSMS//Resources/Images/tblIcon.png				
20.08.03.02	عدد مستخدمي الإنترنت لكل 100 من السكان حسب نوع التجمع	Internet users per 100 population  by locality type			20.08.03	MS	20080302.px		/NSMS//Resources/Images/tblIcon.png				
99	جميع المؤشرات	All Indicators	MenuTree.aspx	ar						جميع المؤشرات			17
